"STATISTIC","Statistic Label","TLIST(M1)","Month","C01409V03262","Type of Material","UNIT","VALUE"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","681","Bituminous macadam and asphalt","%","3.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","682","Bituminous emulsions","%","-4.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","691","Electrical fittings","%","4.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","69162","Lighting equipment","%","0"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","69163","Protection and communication equipment","%","12.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","70","All other materials","%","4.2"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","700","Plumbing materials including sanitary ware","%","10.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","701","HVAC (heating and ventilation equipment)","%","5.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","702","Insulating materials","%","-2.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","703","Pipes and fittings","%","-0.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","70371","PVC pipes and fittings","%","1.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","70372","Copper pipes and fittings","%","-1.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","704","Plaster","%","20.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","705","Paints, oils and varnishes","%","10.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","706","Glass","%","6.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","708","All other metal fittings","%","0.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202307","2023 July","709","All other products","%","5.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","-","Materials","%","2.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","601","Stone, sand and gravel","%","10.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","60161","Sand and gravel","%","2.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","60162","Stone","%","12.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","611","Cement","%","14.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","621","Ready mixed mortar and concrete","%","14.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","631","Concrete blocks and bricks","%","12.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","64","Other concrete products including precast","%","2"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","64261","Other concrete products (excluding precast concrete)","%",""
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","64262","Precast concrete","%",""
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","65","Structural steel and reinforcing metal","%","-7.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","651","Structural steel","%","4.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","65161","Other structural steel","%","-28.2"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","65162","Structural steel fabricated metal","%","8.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","652","Reinforcing metal","%","-26.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","653","Other steel products","%","14.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","661","Rough timber (including plain sawn)","%","-21.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","66161","Rough timber (softwood)","%","-21.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","66162","Rough timber (hardwood)","%","-22.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","671","Machined, treated engineered timber","%","-17.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","67161","Other treated timber","%","-31.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","67162","Wooden windows and doors","%","-0.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","68","Bituminous macadam, asphalt and bituminous emulsions","%","5.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","681","Bituminous macadam and asphalt","%","5.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","682","Bituminous emulsions","%","-4.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","691","Electrical fittings","%","5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","69162","Lighting equipment","%","0"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","69163","Protection and communication equipment","%","12.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202308","2023 August","70","All other materials","%","3.4"
