"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM09C01","Residential Property Price Index","201304","2013 April","14","Midland - houses","Base 2015=100","83.1"
"HPM09C01","Residential Property Price Index","201304","2013 April","15","West - houses","Base 2015=100","93.9"
"HPM09C01","Residential Property Price Index","201304","2013 April","22","Mid-East - houses","Base 2015=100","73.4"
"HPM09C01","Residential Property Price Index","201304","2013 April","23","Mid-West - houses","Base 2015=100","87.9"
"HPM09C01","Residential Property Price Index","201304","2013 April","24","South-East - houses","Base 2015=100","78.1"
"HPM09C01","Residential Property Price Index","201304","2013 April","19","South-West - houses","Base 2015=100","80.2"
"HPM09C01","Residential Property Price Index","201305","2013 May","-","National - all residential properties","Base 2015=100","73.7"
"HPM09C01","Residential Property Price Index","201305","2013 May","01","National - houses","Base 2015=100","74"
"HPM09C01","Residential Property Price Index","201305","2013 May","02","National - apartments","Base 2015=100","71.9"
"HPM09C01","Residential Property Price Index","201305","2013 May","05","Dublin - all residential properties","Base 2015=100","69.1"
"HPM09C01","Residential Property Price Index","201305","2013 May","06","Dublin - houses","Base 2015=100","69.2"
"HPM09C01","Residential Property Price Index","201305","2013 May","07","Dublin - apartments","Base 2015=100","69.1"
"HPM09C01","Residential Property Price Index","201305","2013 May","08","Dublin City - houses","Base 2015=100","65.4"
"HPM09C01","Residential Property Price Index","201305","2013 May","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","72.2"
"HPM09C01","Residential Property Price Index","201305","2013 May","10","Fingal - houses","Base 2015=100","71.5"
"HPM09C01","Residential Property Price Index","201305","2013 May","11","South Dublin - houses","Base 2015=100","71.7"
"HPM09C01","Residential Property Price Index","201305","2013 May","03","National excluding Dublin - all residential properties","Base 2015=100","79.8"
"HPM09C01","Residential Property Price Index","201305","2013 May","04","National excluding Dublin - houses","Base 2015=100","79.7"
"HPM09C01","Residential Property Price Index","201305","2013 May","12","National excluding Dublin - apartments","Base 2015=100","83.2"
"HPM09C01","Residential Property Price Index","201305","2013 May","21","Border - houses","Base 2015=100","87.3"
"HPM09C01","Residential Property Price Index","201305","2013 May","14","Midland - houses","Base 2015=100","82.7"
"HPM09C01","Residential Property Price Index","201305","2013 May","15","West - houses","Base 2015=100","92.6"
"HPM09C01","Residential Property Price Index","201305","2013 May","22","Mid-East - houses","Base 2015=100","73.1"
"HPM09C01","Residential Property Price Index","201305","2013 May","23","Mid-West - houses","Base 2015=100","86.3"
"HPM09C01","Residential Property Price Index","201305","2013 May","24","South-East - houses","Base 2015=100","77.8"
"HPM09C01","Residential Property Price Index","201305","2013 May","19","South-West - houses","Base 2015=100","78.4"
"HPM09C01","Residential Property Price Index","201306","2013 June","-","National - all residential properties","Base 2015=100","75.6"
"HPM09C01","Residential Property Price Index","201306","2013 June","01","National - houses","Base 2015=100","76"
"HPM09C01","Residential Property Price Index","201306","2013 June","02","National - apartments","Base 2015=100","72.2"
"HPM09C01","Residential Property Price Index","201306","2013 June","05","Dublin - all residential properties","Base 2015=100","71.6"
"HPM09C01","Residential Property Price Index","201306","2013 June","06","Dublin - houses","Base 2015=100","71.9"
"HPM09C01","Residential Property Price Index","201306","2013 June","07","Dublin - apartments","Base 2015=100","69.9"
"HPM09C01","Residential Property Price Index","201306","2013 June","08","Dublin City - houses","Base 2015=100","66.7"
"HPM09C01","Residential Property Price Index","201306","2013 June","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","74.7"
"HPM09C01","Residential Property Price Index","201306","2013 June","10","Fingal - houses","Base 2015=100","72.3"
"HPM09C01","Residential Property Price Index","201306","2013 June","11","South Dublin - houses","Base 2015=100","72.5"
"HPM09C01","Residential Property Price Index","201306","2013 June","03","National excluding Dublin - all residential properties","Base 2015=100","80.9"
"HPM09C01","Residential Property Price Index","201306","2013 June","04","National excluding Dublin - houses","Base 2015=100","80.8"
"HPM09C01","Residential Property Price Index","201306","2013 June","12","National excluding Dublin - apartments","Base 2015=100","81.7"
"HPM09C01","Residential Property Price Index","201306","2013 June","21","Border - houses","Base 2015=100","86.8"
"HPM09C01","Residential Property Price Index","201306","2013 June","14","Midland - houses","Base 2015=100","84.3"
"HPM09C01","Residential Property Price Index","201306","2013 June","15","West - houses","Base 2015=100","94.8"
"HPM09C01","Residential Property Price Index","201306","2013 June","22","Mid-East - houses","Base 2015=100","72.5"
"HPM09C01","Residential Property Price Index","201306","2013 June","23","Mid-West - houses","Base 2015=100","84.6"
"HPM09C01","Residential Property Price Index","201306","2013 June","24","South-East - houses","Base 2015=100","77.4"
"HPM09C01","Residential Property Price Index","201306","2013 June","19","South-West - houses","Base 2015=100","79.8"
"HPM09C01","Residential Property Price Index","201307","2013 July","-","National - all residential properties","Base 2015=100","77.4"
"HPM09C01","Residential Property Price Index","201307","2013 July","01","National - houses","Base 2015=100","77.9"
"HPM09C01","Residential Property Price Index","201307","2013 July","02","National - apartments","Base 2015=100","72.7"
"HPM09C01","Residential Property Price Index","201307","2013 July","05","Dublin - all residential properties","Base 2015=100","74.2"
"HPM09C01","Residential Property Price Index","201307","2013 July","06","Dublin - houses","Base 2015=100","74.8"
"HPM09C01","Residential Property Price Index","201307","2013 July","07","Dublin - apartments","Base 2015=100","70.8"
"HPM09C01","Residential Property Price Index","201307","2013 July","08","Dublin City - houses","Base 2015=100","68.5"
"HPM09C01","Residential Property Price Index","201307","2013 July","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","77.5"
"HPM09C01","Residential Property Price Index","201307","2013 July","10","Fingal - houses","Base 2015=100","73.4"
"HPM09C01","Residential Property Price Index","201307","2013 July","11","South Dublin - houses","Base 2015=100","73.4"
"HPM09C01","Residential Property Price Index","201307","2013 July","03","National excluding Dublin - all residential properties","Base 2015=100","81.6"
"HPM09C01","Residential Property Price Index","201307","2013 July","04","National excluding Dublin - houses","Base 2015=100","81.6"
"HPM09C01","Residential Property Price Index","201307","2013 July","12","National excluding Dublin - apartments","Base 2015=100","82.2"
"HPM09C01","Residential Property Price Index","201307","2013 July","21","Border - houses","Base 2015=100","89.5"
"HPM09C01","Residential Property Price Index","201307","2013 July","14","Midland - houses","Base 2015=100","83.9"
"HPM09C01","Residential Property Price Index","201307","2013 July","15","West - houses","Base 2015=100","94.8"
"HPM09C01","Residential Property Price Index","201307","2013 July","22","Mid-East - houses","Base 2015=100","72.4"
"HPM09C01","Residential Property Price Index","201307","2013 July","23","Mid-West - houses","Base 2015=100","85"
"HPM09C01","Residential Property Price Index","201307","2013 July","24","South-East - houses","Base 2015=100","77.6"
"HPM09C01","Residential Property Price Index","201307","2013 July","19","South-West - houses","Base 2015=100","79.9"
"HPM09C01","Residential Property Price Index","201308","2013 August","-","National - all residential properties","Base 2015=100","78.5"
"HPM09C01","Residential Property Price Index","201308","2013 August","01","National - houses","Base 2015=100","79.1"
"HPM09C01","Residential Property Price Index","201308","2013 August","02","National - apartments","Base 2015=100","73.1"
"HPM09C01","Residential Property Price Index","201308","2013 August","05","Dublin - all residential properties","Base 2015=100","76"
"HPM09C01","Residential Property Price Index","201308","2013 August","06","Dublin - houses","Base 2015=100","76.9"
"HPM09C01","Residential Property Price Index","201308","2013 August","07","Dublin - apartments","Base 2015=100","71.1"
"HPM09C01","Residential Property Price Index","201308","2013 August","08","Dublin City - houses","Base 2015=100","70.5"
"HPM09C01","Residential Property Price Index","201308","2013 August","09","Dun Laoghaire-Rathdown - houses","Base 2015=100","79.4"
"HPM09C01","Residential Property Price Index","201308","2013 August","10","Fingal - houses","Base 2015=100","74.7"
"HPM09C01","Residential Property Price Index","201308","2013 August","11","South Dublin - houses","Base 2015=100","74.9"
"HPM09C01","Residential Property Price Index","201308","2013 August","03","National excluding Dublin - all residential properties","Base 2015=100","81.8"
"HPM09C01","Residential Property Price Index","201308","2013 August","04","National excluding Dublin - houses","Base 2015=100","81.7"
"HPM09C01","Residential Property Price Index","201308","2013 August","12","National excluding Dublin - apartments","Base 2015=100","82.9"
"HPM09C01","Residential Property Price Index","201308","2013 August","21","Border - houses","Base 2015=100","89.9"
"HPM09C01","Residential Property Price Index","201308","2013 August","14","Midland - houses","Base 2015=100","80.3"
"HPM09C01","Residential Property Price Index","201308","2013 August","15","West - houses","Base 2015=100","94.7"
"HPM09C01","Residential Property Price Index","201308","2013 August","22","Mid-East - houses","Base 2015=100","72.6"
"HPM09C01","Residential Property Price Index","201308","2013 August","23","Mid-West - houses","Base 2015=100","86.9"
